Coalition,Date,Region or State,Adult ICU Empty ,Adult ICU Full,Adult Intensive Care Unit Staffed Bed Capacity,at_admission_confirmed_covid19_patients_in_24_hrs,at_admission_suspected_covid19_patients_in_24_hrs,ED COVID Visits Previous Day,ED Total Visits Previous Day,full_adult_icu_covid19_positive_patients,Hospitalized and Ventilated COVID Inpatient Count,ICU Licensed Beds,Inpatient Empty Beds (all types),Inpatient Full (all bed types),Licensed Inpatient Beds,Number of COVID-19 Positive Patients In Hospital,Parent Name,TOTAL Staffed Inpatient Capacity (all bed types),Ventilator available,Ventilator used (not specific to COVID-19)
EHPC,5/21/2020,State,88,159,247,,,,,,,420,732,1334,3851,80,16,2066,336,98
EHPC,5/17/2020,State,93,170,263,,,,,,,420,812,1402,3851,95,16,2214,335,121
EHPC,5/10/2020,State,98,162,260,,,,,,,420,785,1345,3851,81,16,2130,345,115
EHPC,6/7/2020,State,82,180,262,7,16,,,29,,420,699,1531,3851,118,16,2230,346,103
EHPC,6/5/2020,State,73,177,250,11,14,,,26,,420,668,1479,3851,87,16,2147,315,108
EHPC,6/9/2020,State,67,195,262,13,13,,,38,,420,683,1685,3851,114,16,2368,329,114
EHPC,7/26/2020,State,49,208,257,13,23,,,43,,420,654,1773,3851,110,16,2427,286,141
EHPC,7/14/2020,State,54,200,254,15,35,,,28,,420,714,1686,3851,108,16,2400,365,117
EHPC,6/24/2020,State,63,185,248,16,30,,,33,,420,606,1684,3851,101,16,2290,385,103
EHPC,8/3/2020,State,67,183,250,18,22,,,40,,420,702,1580,3851,140,16,2282,281,123
EHPC,7/7/2020,State,72,180,252,18,32,,,25,,420,721,1726,3851,81,16,2447,325,117
EHPC,7/15/2020,State,55,198,253,19,28,,,29,,420,715,1748,3851,106,16,2463,379,116
EHPC,7/13/2020,State,55,197,252,20,35,,,27,,420,689,1596,3851,101,16,2285,369,121
EHPC,7/8/2020,State,65,196,261,21,41,,,28,,420,637,1782,3851,101,16,2419,378,117
EHPC,8/15/2020,State,78,192,270,26,34,,,38,,420,731,1757,3851,132,16,2488,257,114
EHPC,8/22/2020,State,94,178,272,31,30,,,39,,420,694,1797,3851,107,16,2491,282,111
EHPC,8/23/2020,State,63,211,274,32,32,,,39,,420,728,1754,3851,117,16,2482,281,112
EHPC,4/18/2020,State,39,237,276,,,,,,,420,951,1351,3851,77,17,2302,345,110
EHPC,5/20/2020,State,85,185,270,,,,,,,420,750,1594,3851,109,17,2344,346,116
EHPC,5/15/2020,State,90,178,268,,,,,,,420,795,1497,3851,85,17,2292,346,124
EHPC,4/9/2020,State,98,175,273,,,,,,,420,1207,1472,3851,73,17,2679,344,117
EHPC,6/4/2020,State,91,173,264,7,3,,,29,,420,661,1574,3851,106,17,2235,340,109
EHPC,6/3/2020,State,91,169,260,8,9,,,30,,420,677,1549,3851,103,17,2226,350,106
EHPC,6/12/2020,State,80,188,268,10,16,,,33,,420,604,1727,3851,117,17,2331,346,105
EHPC,9/8/2020,State,91,206,297,11,68,103,1343,49,34,420,816,2001,3851,197,17,2817,301,110
EHPC,8/10/2020,State,66,205,271,14,28,,,48,,420,690,1741,3851,159,17,2431,284,109
EHPC,8/31/2020,State,80,205,285,14,20,38,557,51,16,420,981,1765,3851,151,17,2746,282,130
EHPC,9/12/2020,State,49,122,171,14,25,164,1432,44,25,420,744,1126,3851,135,17,1870,239,57
EHPC,6/8/2020,State,91,174,265,15,14,,,29,,420,819,1620,3851,121,17,2439,360,100
EHPC,7/21/2020,State,73,192,265,15,24,,,38,,420,717,1726,3851,117,17,2443,320,117
EHPC,7/24/2020,State,57,212,269,15,28,,,35,,420,629,1829,3851,116,17,2458,296,138
EHPC,6/16/2020,State,79,200,279,16,26,,,37,,420,695,1751,3851,111,17,2446,368,108
EHPC,6/29/2020,State,74,184,258,16,31,,,30,,420,813,1591,3851,100,17,2404,490,106
EHPC,7/31/2020,State,53,206,259,19,18,,,39,,420,642,1802,3851,131,17,2444,304,119
EHPC,7/16/2020,State,68,196,264,20,32,,,32,,420,658,1760,3851,121,17,2418,318,111
EHPC,10/3/2020,State,74,218,292,20,14,138,1586,47,26,420,766,2046,3851,187,17,2812,298,134
EHPC,9/26/2020,State,66,225,291,21,53,136,1282,59,27,420,811,1994,3851,214,17,2805,307,96
EHPC,8/12/2020,State,66,203,269,23,23,,,43,,420,707,1854,3851,153,17,2561,223,115
EHPC,8/16/2020,State,77,202,279,23,27,,,43,,420,819,1738,3851,135,17,2557,276,129
EHPC,9/2/2020,State,155,98,253,25,79,69,832,49,26,420,667,1583,3851,173,17,2250,292,90
EHPC,7/20/2020,State,76,191,267,26,21,,,35,,420,716,1665,3851,120,17,2381,321,117
EHPC,8/26/2020,State,76,207,283,29,38,34,697,39,18,420,775,1968,3851,149,17,2743,282,130
EHPC,8/11/2020,State,70,197,267,30,30,,,45,,420,669,1760,3851,147,17,2429,265,119
EHPC,8/20/2020,State,83,191,274,31,31,,,39,,420,713,1860,3851,141,17,2573,271,123
EHPC,8/21/2020,State,86,181,267,35,33,,,45,,420,713,1803,3851,140,17,2516,273,114
EHPC,5/16/2020,State,49,241,290,,,,,,,420,863,1659,3851,102,18,2522,368,122
EHPC,4/23/2020,State,70,213,283,,,,,,,420,964,1513,3851,74,18,2477,347,117
EHPC,6/2/2020,State,72,200,272,,,,,,,420,818,1657,3851,111,18,2475,338,121
EHPC,5/27/2020,State,79,191,270,,,,,,,420,750,1597,3851,115,18,2347,355,110
EHPC,4/22/2020,State,80,200,280,,,,,,,420,932,1615,3851,70,18,2547,353,120
EHPC,5/19/2020,State,83,204,287,,,,,,,420,858,1626,3851,111,18,2484,366,120
EHPC,4/6/2020,State,96,170,266,,,,,,,420,1174,1233,3851,53,18,2407,299,116
EHPC,4/28/2020,State,97,181,278,,,,,,,420,925,1481,3851,97,18,2406,289,125
EHPC,4/20/2020,State,98,177,275,,,,,,,420,1201,1421,3851,81,18,2622,347,119
EHPC,4/7/2020,State,99,185,284,,,,,,,420,1366,1490,3851,60,18,2856,343,123
EHPC,4/30/2020,State,99,188,287,,,,,,,420,1110,1563,3851,93,18,2673,367,124
EHPC,4/27/2020,State,104,179,283,,,,,,,420,999,1404,3851,79,18,2403,359,112
EHPC,4/17/2020,State,109,176,285,,,,,,,420,1152,1427,3851,71,18,2579,354,115
EHPC,5/11/2020,State,145,172,317,,,,,,,420,979,1587,3851,98,18,2566,326,114
EHPC,9/7/2020,State,111,190,301,7,54,71,1024,51,31,420,974,1875,3851,201,18,2849,316,100
EHPC,6/17/2020,State,84,209,293,9,27,,,34,,420,793,1856,3851,116,18,2649,376,115
EHPC,6/10/2020,State,61,207,268,10,23,,,35,,420,646,1711,3851,127,18,2357,367,100
EHPC,6/23/2020,State,72,198,270,12,25,,,32,,420,556,1826,3851,104,18,2382,363,111
EHPC,9/13/2020,State,83,218,301,12,47,223,1212,50,30,420,847,2011,3851,171,18,2858,297,104
EHPC,9/10/2020,State,69,232,301,12,57,89,1339,51,35,420,718,2130,3851,193,18,2848,294,107
EHPC,9/20/2020,State,73,228,301,14,60,108,1183,58,35,420,911,2008,3851,195,18,2919,306,111
EHPC,9/9/2020,State,71,222,293,15,58,111,1373,49,35,420,747,2035,3851,195,18,2782,285,108
EHPC,9/17/2020,State,72,221,293,16,57,133,1332,53,34,420,713,2152,3851,190,18,2865,286,107
EHPC,9/19/2020,State,63,238,301,16,59,105,1196,59,41,420,868,2051,3851,189,18,2919,302,115
EHPC,7/30/2020,State,67,212,279,17,34,,,39,,420,657,1890,3851,146,18,2547,310,128
EHPC,10/25/2020,State,72,224,296,17,24,157,1523,53,34,420,826,2083,3851,197,18,2909,318,158
EHPC,7/2/2020,State,67,211,278,18,31,,,29,,420,701,1841,3851,92,18,2542,380,125
EHPC,7/27/2020,State,64,209,273,19,23,,,44,,420,754,1753,3851,136,18,2507,297,145
EHPC,8/14/2020,State,61,206,267,20,23,,,42,,420,663,1849,3851,160,18,2512,281,119
EHPC,7/28/2020,State,62,211,273,20,23,,,43,,420,702,1830,3851,146,18,2532,303,137
EHPC,10/9/2020,State,68,234,302,23,25,154,1681,50,24,420,726,2196,3851,208,18,2922,318,124
EHPC,11/1/2020,State,70,216,286,25,8,164,1468,48,32,420,760,2057,3851,179,18,2817,313,145
EHPC,8/4/2020,State,82,194,276,26,38,,,48,,420,802,1841,3851,160,18,2643,311,120
EHPC,8/18/2020,State,79,207,286,28,34,,,42,,420,756,1825,3851,132,18,2581,276,127
EHPC,10/10/2020,State,69,226,295,28,29,163,1517,56,27,420,759,2124,3851,209,18,2883,288,135
EHPC,10/17/2020,State,66,236,302,28,9,173,1551,57,34,420,725,2192,3851,235,18,2917,329,137
EHPC,10/13/2020,State,50,240,290,32,18,164,1648,61,34,420,629,2163,3851,244,18,2792,294,138
EHPC,8/24/2020,State,89,187,276,35,23,,,43,,420,802,1782,3851,146,18,2584,288,114
EHPC,12/5/2020,State,69,223,292,36,20,197,1544,66,56,420,786,2066,3851,278,18,2852,329,161
EHPC,12/19/2020,State,54,238,292,42,21,222,1548,68,44,420,743,2066,3851,320,18,2809,346,159
EHPC,12/13/2020,State,69,223,292,44,23,185,1565,63,44,420,784,2024,3851,308,18,2808,335,153
EHPC,12/11/2020,State,76,226,302,44,17,226,1595,76,51,420,731,2226,3851,335,18,2957,336,159
EHPC,6/1/2020,State,83,199,282,,,,,,,420,888,1614,3851,107,19,2502,357,112
EHPC,5/5/2020,State,83,205,288,,,,,,,420,1101,1542,3851,105,19,2643,386,114
EHPC,5/6/2020,State,87,203,290,,,,,,,420,951,1570,3851,94,19,2521,370,129
EHPC,4/21/2020,State,92,198,290,,,,,,,420,1095,1537,3851,84,19,2632,337,123
EHPC,4/29/2020,State,93,195,288,,,,,,,420,988,1570,3851,91,19,2558,376,124
EHPC,5/18/2020,State,99,192,291,,,,,,,420,980,1596,3851,122,19,2576,379,119
EHPC,5/14/2020,State,101,184,285,,,,,,,420,841,1650,3851,98,19,2491,391,117
EHPC,5/4/2020,State,103,187,290,,,,,,,420,1071,1473,3851,99,19,2544,392,111
EHPC,4/14/2020,State,104,191,295,,,,,,,420,1206,1510,3851,76,19,2716,362,121
EHPC,4/19/2020,State,104,186,290,,,,,,,420,1188,1445,3851,82,19,2633,351,123
EHPC,5/13/2020,State,107,181,288,,,,,,,420,896,1644,3851,95,19,2540,391,110
EHPC,4/10/2020,State,110,182,292,,,,,,,420,1219,1517,3851,73,19,2736,348,120
EHPC,4/15/2020,State,117,175,292,,,,,,,420,1223,1533,3851,81,19,2756,360,123
EHPC,5/12/2020,State,121,169,290,,,,,,,420,959,1567,3851,96,19,2526,401,97
EHPC,6/22/2021,State,79,227,306,7,22,164,2082,15,8,420,779,2070,3851,81,19,2849,381,141
EHPC,5/29/2021,State,77,229,306,7,10,155,1909,30,14,420,763,2078,3851,118,19,2841,388,134
EHPC,6/5/2021,State,98,208,306,7,13,154,1846,28,16,420,846,2004,3851,97,19,2850,384,138
EHPC,5/24/2021,State,86,220,306,8,14,143,1894,29,14,420,838,2048,3851,112,19,2886,396,126
EHPC,5/20/2021,State,77,231,308,9,11,140,1852,30,14,420,806,2100,3851,110,19,2906,381,141
EHPC,5/9/2021,State,98,206,304,9,12,161,1736,27,17,420,916,2034,3851,114,19,2950,377,141
EHPC,9/14/2020,State,77,224,301,9,52,104,1241,54,33,420,750,2122,3851,197,19,2872,289,113
EHPC,6/19/2021,State,76,230,306,10,4,122,1944,20,11,420,814,2034,3851,78,19,2848,389,133
EHPC,6/10/2021,State,81,225,306,10,15,151,1950,20,12,420,723,2131,3851,84,19,2854,389,133
EHPC,5/30/2021,State,89,217,306,10,12,141,1776,29,13,420,832,2010,3851,113,19,2842,388,134
EHPC,3/15/2021,State,103,202,305,10,20,147,1584,30,20,420,954,2002,3851,130,19,2956,396,130
EHPC,4/19/2021,State,90,216,306,10,17,152,1815,51,22,420,837,2129,3851,165,19,2966,386,139
EHPC,9/11/2020,State,63,237,300,10,64,113,1334,54,32,420,745,2102,3851,186,19,2847,295,107
EHPC,6/22/2020,State,90,196,286,11,19,,,33,,420,825,1713,3851,108,19,2538,371,114
EHPC,6/21/2021,State,90,216,306,11,11,103,1669,14,9,420,817,2037,3851,87,19,2854,383,139
EHPC,6/8/2021,State,80,226,306,11,16,159,2026,24,13,420,778,2068,3851,90,19,2846,382,140
EHPC,6/2/2021,State,84,222,306,12,18,151,2012,30,14,420,772,2075,3851,106,19,2847,373,149
EHPC,5/23/2021,State,86,220,306,12,19,112,1626,32,14,420,882,2014,3851,120,19,2896,388,134
EHPC,5/25/2021,State,71,235,306,12,27,203,2086,33,14,420,751,2081,3851,112,19,2832,381,141
EHPC,4/9/2021,State,95,211,306,12,4,158,1802,35,18,420,911,2079,3851,145,19,2990,389,137
EHPC,4/21/2021,State,83,223,306,12,10,210,1897,42,23,420,769,2194,3851,161,19,2963,391,134
EHPC,9/23/2020,State,81,220,301,12,63,117,1325,58,28,420,749,2182,3851,204,19,2931,295,109
EHPC,9/15/2020,State,82,219,301,12,50,124,1449,55,31,420,750,2122,3851,181,19,2872,301,117
EHPC,6/18/2021,State,73,233,306,13,13,127,1934,18,10,420,745,2113,3851,79,19,2858,390,132
EHPC,5/27/2021,State,81,225,306,13,24,174,1973,28,13,420,729,2111,3851,109,19,2840,387,135
EHPC,5/10/2021,State,105,199,304,13,12,170,1684,28,16,420,873,2083,3851,122,19,2956,381,137
EHPC,6/6/2021,State,94,212,306,13,15,136,1818,29,16,420,854,1988,3851,95,19,2842,388,134
EHPC,4/11/2021,State,92,214,306,13,1,127,1419,36,21,420,937,2036,3851,149,19,2973,371,155
EHPC,3/8/2021,State,111,197,308,13,8,125,1593,33,21,420,948,2032,3851,159,19,2980,392,136
EHPC,11/8/2020,State,70,232,302,13,38,183,1603,35,22,420,932,1983,3851,164,19,2915,334,147
EHPC,6/24/2021,State,78,228,306,14,11,136,1919,15,8,420,733,2134,3851,81,19,2867,384,138
EHPC,6/9/2021,State,91,215,306,14,11,162,2004,23,13,420,712,2140,3851,87,19,2852,382,140
EHPC,5/18/2021,State,87,221,308,14,18,186,2101,30,14,420,793,2104,3851,112,19,2897,396,126
EHPC,4/4/2021,State,86,220,306,14,8,155,1598,36,15,420,1037,1920,3851,140,19,2957,386,140
EHPC,6/11/2021,State,75,224,299,14,18,133,1819,22,15,420,745,2108,3851,94,19,2853,373,149
EHPC,3/21/2021,State,105,198,303,14,9,107,1341,28,16,420,992,1971,3851,129,19,2963,387,139
EHPC,3/31/2021,State,84,222,306,14,8,177,1830,36,19,420,840,2125,3851,155,19,2965,385,141
EHPC,5/1/2021,State,74,231,305,14,13,180,1953,36,22,420,834,2123,3851,125,19,2957,394,131
EHPC,3/12/2021,State,79,225,304,14,35,152,1722,41,23,420,905,2055,3851,149,19,2960,383,145
EHPC,3/1/2021,State,95,211,306,14,13,126,1641,40,28,420,893,2078,3851,178,19,2971,386,142
EHPC,2/28/2021,State,98,208,306,14,4,109,1468,45,31,420,951,2020,3851,171,19,2971,403,125
EHPC,6/16/2021,State,68,238,306,15,17,146,2010,22,12,420,698,2156,3851,83,19,2854,374,148
EHPC,6/15/2021,State,62,244,306,15,27,183,2145,18,12,420,710,2156,3851,84,19,2866,367,155
EHPC,5/26/2021,State,84,222,306,15,12,165,1953,32,13,420,695,2137,3851,103,19,2832,383,139
EHPC,4/5/2021,State,88,218,306,15,9,153,1577,37,17,420,963,1989,3851,140,19,2952,394,132
EHPC,4/15/2021,State,71,235,306,15,12,173,1796,44,23,420,790,2200,3851,158,19,2990,384,141
EHPC,5/5/2021,State,74,231,305,15,19,202,2006,34,24,420,736,2220,3851,133,19,2956,391,131
EHPC,9/27/2020,State,67,234,301,15,49,113,1270,58,28,420,886,2041,3851,207,19,2927,302,102
EHPC,10/21/2020,State,62,240,302,15,19,182,1718,49,31,420,651,2276,3851,246,19,2927,348,135
EHPC,6/18/2020,State,73,220,293,16,25,,,39,,420,702,1839,3851,113,19,2541,373,119
EHPC,6/17/2021,State,72,234,306,16,25,158,2011,19,11,420,715,2143,3851,76,19,2858,388,134
EHPC,5/21/2021,State,69,237,306,16,15,153,1853,34,15,420,829,2072,3851,119,19,2901,390,132
EHPC,3/25/2021,State,77,226,303,16,11,180,1756,36,17,420,812,2153,3851,134,19,2965,382,144
EHPC,5/16/2021,State,92,214,306,16,13,164,1807,28,17,420,915,1992,3851,112,19,2907,395,127
EHPC,4/8/2021,State,98,207,305,16,8,166,1783,36,20,420,850,2129,3851,155,19,2979,381,145
EHPC,3/14/2021,State,88,221,309,16,26,134,1518,38,26,420,978,1983,3851,137,19,2961,390,136
EHPC,5/17/2021,State,90,218,308,17,13,171,1725,27,13,420,850,2047,3851,119,19,2897,394,128
EHPC,6/1/2021,State,92,214,306,17,28,115,1841,27,14,420,820,2016,3851,107,19,2836,388,134
EHPC,5/13/2021,State,89,219,308,17,14,191,1752,29,20,420,831,2129,3851,126,19,2960,384,138
EHPC,5/8/2021,State,88,216,304,17,15,170,1863,27,20,420,898,2056,3851,119,19,2954,375,143
EHPC,5/7/2021,State,86,216,302,17,22,165,1834,29,21,420,839,2118,3851,120,19,2957,379,143
EHPC,9/28/2020,State,76,225,301,17,18,121,1288,62,31,420,771,2156,3851,216,19,2927,302,102
EHPC,9/22/2020,State,78,223,301,17,53,150,1388,63,32,420,832,2099,3851,201,19,2931,293,111
EHPC,9/18/2020,State,62,239,301,17,59,151,1212,59,38,420,808,2123,3851,186,19,2931,311,107
EHPC,4/3/2021,State,88,217,305,18,11,186,1624,31,15,420,1024,1938,3851,147,19,2962,391,135
EHPC,6/4/2021,State,94,212,306,18,12,157,1851,30,15,420,826,2024,3851,100,19,2850,380,142
EHPC,3/24/2021,State,76,227,303,18,15,168,1748,34,16,420,786,2171,3851,133,19,2957,398,128
EHPC,3/10/2021,State,80,225,305,18,27,170,1737,39,21,420,821,2141,3851,146,19,2962,372,150
EHPC,4/25/2021,State,88,218,306,18,12,160,1720,42,24,420,861,2096,3851,155,19,2957,391,134
EHPC,10/8/2020,State,60,242,302,18,29,142,1653,55,28,420,680,2254,3851,205,19,2934,315,144
EHPC,2/26/2021,State,85,221,306,18,7,157,1677,44,30,420,832,2139,3851,189,19,2971,402,126
EHPC,2/21/2021,State,89,209,298,18,13,111,1392,43,35,420,943,2037,3851,209,19,2980,382,146
EHPC,4/6/2021,State,83,223,306,19,10,212,1997,34,16,420,838,2119,3851,154,19,2957,363,163
EHPC,6/3/2021,State,86,220,306,19,15,145,1899,30,16,420,782,2064,3851,109,19,2846,358,164
EHPC,3/22/2021,State,110,193,303,19,11,133,1511,34,19,420,957,2006,3851,132,19,2963,377,149
EHPC,3/29/2021,State,93,213,306,19,8,161,1768,37,21,420,914,2058,3851,142,19,2972,388,138
EHPC,4/10/2021,State,89,217,306,19,15,154,1801,39,23,420,936,2038,3851,142,19,2974,375,151
EHPC,10/22/2020,State,69,233,302,19,18,188,1721,48,33,420,657,2274,3851,232,19,2931,336,147
EHPC,9/21/2020,State,76,225,301,19,47,113,1181,61,37,420,813,2118,3851,203,19,2931,289,115
EHPC,3/28/2021,State,95,211,306,20,12,152,1676,35,20,420,987,1986,3851,137,19,2973,386,140
EHPC,4/17/2021,State,69,237,306,20,15,154,1784,46,24,420,845,2119,3851,159,19,2964,379,146
EHPC,3/3/2021,State,86,220,306,20,7,166,1655,36,29,420,781,2197,3851,165,19,2978,382,146
EHPC,10/30/2020,State,66,236,302,20,15,209,1667,45,29,420,730,2197,3851,182,19,2927,316,149
EHPC,4/1/2021,State,81,225,306,21,16,167,1766,32,18,420,1035,1942,3851,152,19,2977,376,150
EHPC,3/17/2021,State,82,222,304,21,10,161,1653,30,19,420,803,2150,3851,137,19,2953,397,129
EHPC,5/4/2021,State,74,231,305,21,10,207,2068,36,23,420,778,2173,3851,135,19,2951,388,137
EHPC,3/5/2021,State,97,209,306,21,14,153,1642,37,25,420,883,2095,3851,156,19,2978,394,134
EHPC,3/2/2021,State,87,219,306,21,17,172,1755,39,28,420,845,2133,3851,169,19,2978,383,145
EHPC,9/30/2020,State,69,232,301,21,31,147,1556,58,29,420,698,2235,3851,209,19,2933,302,132
EHPC,10/5/2020,State,69,233,302,21,23,155,1496,49,31,420,775,2159,3851,186,19,2934,287,146
EHPC,2/22/2021,State,87,211,298,21,13,143,1439,42,33,420,876,2098,3851,207,19,2974,381,147
EHPC,4/2/2021,State,90,216,306,22,9,160,1614,29,13,420,1101,1868,3851,145,19,2969,386,140
EHPC,5/15/2021,State,88,220,308,22,13,149,1675,26,15,420,836,2072,3851,111,19,2908,396,126
EHPC,5/11/2021,State,86,220,306,22,10,189,2126,28,18,420,824,2135,3851,117,19,2959,376,146
EHPC,2/25/2021,State,66,230,296,22,19,158,1596,47,29,420,818,2063,3851,180,19,2881,401,127
EHPC,2/18/2021,State,75,223,298,22,11,164,1688,42,32,420,806,2174,3851,231,19,2980,374,154
EHPC,11/27/2020,State,79,152,231,22,26,157,1388,50,33,420,857,2033,3851,254,19,2890,337,144
EHPC,3/23/2021,State,84,219,303,23,22,198,1892,32,18,420,860,2096,3851,147,19,2956,385,141
EHPC,3/20/2021,State,103,194,297,23,9,122,1416,32,19,420,964,1988,3851,131,19,2952,379,147
EHPC,4/27/2021,State,77,229,306,23,19,183,1968,40,24,420,843,2121,3851,138,19,2964,381,144
EHPC,3/13/2021,State,81,221,302,23,29,153,1768,44,26,420,952,2006,3851,146,19,2958,380,146
EHPC,10/15/2020,State,60,242,302,23,13,152,1633,47,30,420,647,2281,3851,238,19,2928,321,146
EHPC,10/23/2020,State,59,243,302,23,11,184,1742,51,32,420,686,2241,3851,196,19,2927,339,128
EHPC,10/2/2020,State,69,232,301,24,19,159,1543,50,24,420,748,2185,3851,198,19,2933,295,138
EHPC,10/11/2020,State,76,226,302,24,27,166,1616,66,30,420,813,2121,3851,227,19,2934,315,131
EHPC,10/19/2020,State,72,230,302,24,9,149,1471,59,32,420,721,2201,3851,244,19,2922,331,136
EHPC,12/1/2020,State,72,230,302,24,28,243,1903,66,42,420,763,2176,3851,290,19,2939,341,141
EHPC,10/1/2020,State,84,217,301,25,12,157,1554,52,31,420,764,2169,3851,203,19,2933,299,135
EHPC,11/2/2020,State,84,217,301,25,39,164,1586,46,33,420,782,2132,3851,182,19,2914,343,138
EHPC,10/14/2020,State,57,243,300,25,17,184,1705,52,36,420,593,2333,3851,230,19,2926,313,154
EHPC,4/29/2021,State,76,230,306,26,15,216,2018,37,20,420,800,2168,3851,140,19,2968,394,131
EHPC,3/30/2021,State,95,211,306,26,18,189,1824,37,21,420,901,2060,3851,154,19,2961,386,140
EHPC,3/6/2021,State,111,195,306,26,28,135,1623,38,23,420,956,1992,3851,172,19,2948,399,129
EHPC,11/19/2020,State,65,233,298,26,21,182,1621,47,24,420,751,2170,3851,193,19,2921,334,147
EHPC,10/7/2020,State,67,235,302,26,21,157,1723,54,30,420,684,2250,3851,210,19,2934,301,148
EHPC,10/29/2020,State,64,238,302,26,18,184,1637,50,32,420,717,2210,3851,192,19,2927,308,157
EHPC,2/15/2021,State,76,232,308,26,13,165,1383,47,34,420,916,2092,3851,252,19,3008,381,147
EHPC,11/12/2020,State,67,233,300,27,26,184,1769,35,20,420,736,2177,3851,194,19,2913,335,146
EHPC,4/30/2021,State,67,238,305,27,16,200,1934,32,21,420,801,2167,3851,140,19,2968,392,133
EHPC,3/11/2021,State,75,230,305,27,31,162,1751,42,22,420,824,2140,3851,156,19,2964,374,148
EHPC,11/11/2020,State,58,243,301,28,24,206,1807,33,20,420,688,2226,3851,164,19,2914,344,137
EHPC,11/18/2020,State,66,235,301,28,22,218,1859,43,23,420,702,2212,3851,192,19,2914,342,139
EHPC,10/6/2020,State,67,235,302,28,22,175,1695,50,30,420,749,2185,3851,197,19,2934,288,145
EHPC,10/18/2020,State,74,228,302,28,6,151,1490,57,33,420,725,2198,3851,243,19,2923,334,133
EHPC,2/17/2021,State,77,231,308,28,8,171,1714,50,35,420,810,2198,3851,250,19,3008,376,152
EHPC,2/4/2021,State,52,255,307,28,14,179,1628,64,49,420,746,2267,3851,339,19,3013,361,164
EHPC,11/10/2020,State,64,236,300,29,24,226,1919,33,20,420,693,2220,3851,165,19,2913,347,134
EHPC,11/9/2020,State,72,230,302,29,32,191,1745,41,24,420,873,2042,3851,165,19,2915,344,137
EHPC,11/6/2020,State,72,230,302,29,36,191,1684,38,27,420,738,2177,3851,184,19,2915,341,140
EHPC,10/28/2020,State,56,246,302,29,22,215,1741,58,35,420,706,2221,3851,196,19,2927,306,159
EHPC,2/10/2021,State,68,240,308,29,21,188,1750,52,40,420,768,2240,3851,273,19,3008,371,157
EHPC,11/16/2020,State,76,218,294,30,24,200,1612,37,24,420,745,2162,3851,216,19,2907,325,156
EHPC,11/25/2020,State,66,162,228,30,23,207,1692,46,34,420,765,2122,3851,267,19,2887,340,141
EHPC,12/26/2020,State,74,230,304,30,19,183,1372,73,43,420,861,2080,3851,383,19,2941,359,167
EHPC,4/7/2021,State,89,217,306,32,16,162,1830,38,18,420,805,2165,3851,166,19,2970,373,153
EHPC,11/14/2020,State,73,229,302,32,25,177,1743,37,21,420,828,2087,3851,200,19,2915,337,144
EHPC,11/15/2020,State,80,223,303,32,17,192,1684,38,22,420,783,2133,3851,206,19,2916,333,148
EHPC,11/30/2020,State,86,212,298,32,18,215,1682,59,38,420,846,2089,3851,284,19,2935,335,147
EHPC,2/12/2021,State,71,237,308,32,13,185,1594,58,40,420,822,2186,3851,258,19,3008,370,158
EHPC,1/25/2021,State,62,248,310,32,15,197,1505,69,45,420,728,2288,3851,411,19,3016,358,171
EHPC,12/6/2020,State,81,221,302,32,16,227,1615,64,56,420,867,2102,3851,280,19,2969,344,158
EHPC,2/11/2021,State,64,244,308,33,18,192,1699,50,38,420,756,2252,3851,279,19,3008,367,161
EHPC,2/7/2021,State,68,240,308,33,18,150,1420,58,39,420,849,2159,3851,328,19,3008,374,151
EHPC,2/13/2021,State,72,236,308,33,11,154,1518,56,44,420,905,2103,3851,265,19,3008,367,161
EHPC,11/26/2020,State,85,146,231,34,28,201,1623,50,35,420,849,2041,3851,245,19,2890,340,141
EHPC,8/27/2020,State,82,215,297,35,38,44,636,56,22,420,848,2016,3851,159,19,2864,306,122
EHPC,11/5/2020,State,80,222,302,36,34,188,1690,37,23,420,747,2168,3851,185,19,2915,349,132
EHPC,2/1/2021,State,67,238,305,36,28,171,1366,67,44,420,851,2158,3851,360,19,3009,355,169
EHPC,10/24/2020,State,85,217,302,37,23,196,1616,48,33,420,849,2039,3851,201,19,2888,354,129
EHPC,1/23/2021,State,61,249,310,37,25,197,1525,74,53,420,817,2199,3851,417,19,3016,356,173
EHPC,2/5/2021,State,48,260,308,38,17,192,1616,60,39,420,732,2276,3851,338,19,3008,364,161
EHPC,2/9/2021,State,73,235,308,38,24,192,1742,55,40,420,764,2244,3851,312,19,3008,367,161
EHPC,11/17/2020,State,65,229,294,39,27,227,1962,38,24,420,693,2214,3851,198,19,2907,331,150
EHPC,12/12/2020,State,73,235,308,39,13,241,1636,68,50,420,772,2175,3851,323,19,2947,345,157
EHPC,12/4/2020,State,69,233,302,39,20,210,1651,70,54,420,756,2185,3851,290,19,2941,337,156
EHPC,1/18/2021,State,69,241,310,39,32,229,1419,89,66,420,839,2169,3851,456,19,3008,345,184
EHPC,2/8/2021,State,79,229,308,40,18,171,1468,60,41,420,825,2183,3851,338,19,3008,360,165
EHPC,12/9/2020,State,67,237,304,40,26,249,1711,77,56,420,701,2270,3851,310,19,2971,348,154
EHPC,11/23/2020,State,72,156,228,41,28,190,1712,45,33,420,805,2081,3851,235,19,2886,342,139
EHPC,12/28/2020,State,78,226,304,41,19,270,1641,75,47,420,778,2163,3851,420,19,2941,370,156
